member_casual,ride_count,mean_duration_min,median_duration_min,min_duration_Min,max_duration_min
casual,71138,36.4632013363697,21.9666666666667,0.0166666666666667,1435.91666666667
member,720126,11.4095161124581,8.46666666666667,0.0166666666666667,1433.06666666667
